"day","month","year","trialday","wash_status","insecticide_name","treatment","UA","UD","FA","FD","dead","fed","total"
"13","Jan","2021",9,"Control","untreated",0,2,0,0,0,0,0,2
"27","Jun","2020",36,"Control","untreated",0,0,0,0,0,0,0,0
"17","May","2021",25,"0","olysetplus",2,1,0,0,0,0,0,1
"11","Dec","2020",35,"Control","untreated",0,2,0,0,0,0,0,2
"24","May","2021",31,"Control","untreated",0,0,0,2,0,0,2,2
"10","Dec","2020",34,"0","olysetplus",2,3,0,0,0,0,0,3
"22","May","2021",30,"0","interceptorG2",3,2,0,0,0,0,0,2
"20","May","2021",28,"Control","untreated",0,0,0,0,0,0,0,0
"19","Nov","2020",16,"0","interceptorG2",3,2,0,0,0,0,0,2
"29","Jan","2021",23,"Control","untreated",0,3,1,1,0,1,1,5
"29","Mar","2021",25,"Control","untreated",0,4,0,0,0,0,0,4
"06","Jun","2020",18,"Control","untreated",0,3,0,1,0,0,1,4
"24","Apr","2021",6,"Control","untreated",0,0,0,1,0,0,1,1
"08","Jun","2020",19,"Control","untreated",0,2,1,2,0,1,2,5
"27","May","2020",9,"0","interceptorG2",3,4,1,1,0,1,1,6
"23","Jan","2021",18,"0","interceptor",1,5,0,0,0,0,0,5
"11","Feb","2021",34,"Control","untreated",0,4,0,1,0,0,1,5
"01","Feb","2021",25,"Control","untreated",0,5,0,0,0,0,0,5
"12","Mar","2021",11,"Control","untreated",0,2,0,2,0,0,2,4
"23","Jan","2021",18,"Control","untreated",0,4,0,1,0,0,1,5
"02","Jun","2020",14,"Control","untreated",0,4,1,1,0,1,1,6
"25","Jun","2021",11,"0","interceptor",1,1,0,0,0,0,0,1
"02","Dec","2020",27,"Control","untreated",0,3,0,0,0,0,0,3
"05","Jul","2021",19,"Control","untreated",0,1,0,0,0,0,0,1
"25","Nov","2020",21,"Control","untreated",0,1,0,2,0,0,2,3
"17","May","2021",25,"Control","untreated",0,2,0,1,0,0,1,3
"07","Jan","2021",4,"0","interceptorG2",3,0,0,0,0,0,0,0
"05","Jun","2020",17,"Control","untreated",0,3,0,2,1,1,3,6
"27","Jun","2020",36,"0","olysetplus",2,0,0,0,0,0,0,0
"13","May","2021",22,"0","interceptor",1,2,0,0,0,0,0,2
"28","May","2020",10,"Control","untreated",0,5,1,1,0,1,1,7
"26","Jun","2020",35,"0","olysetplus",2,1,0,3,0,0,3,4
"19","Mar","2021",17,"0","interceptor",1,5,0,1,0,0,1,6
"07","Dec","2020",31,"Control","untreated",0,2,0,3,0,0,3,5
"06","Feb","2021",30,"Control","untreated",0,6,0,0,0,0,0,6
"12","Jan","2021",8,"Control","untreated",0,3,0,0,0,0,0,3
"28","May","2021",35,"Control","untreated",0,0,0,0,0,0,0,0
"10","Dec","2020",34,"Control","untreated",0,5,0,1,0,0,1,6
"27","May","2021",34,"Control","untreated",0,0,0,1,0,0,1,1
"21","May","2021",29,"Control","untreated",0,2,0,0,0,0,0,2
"14","Jan","2021",10,"Control","untreated",0,1,0,3,0,0,3,4
"12","Feb","2021",35,"Control","untreated",0,4,0,2,0,0,2,6
"01","Jun","2020",13,"Control","untreated",0,3,1,4,0,1,4,8
"22","May","2021",30,"Control","untreated",0,0,0,0,0,0,0,0
"20","Mar","2021",18,"0","interceptor",1,6,0,2,0,0,2,8
"28","Jan","2021",22,"Control","untreated",0,9,1,0,0,1,0,10
"15","Mar","2021",13,"Control","untreated",0,9,0,2,0,0,2,11
