"day","month","year","trialday","wash_status","insecticide_name","treatment","UA","UD","FA","FD","dead","fed","total"
"08","Nov","2021",1,"Control","untreated",0,0,0,0,0,0,0,0
"31","Mar","2022",22,"36","interceptor",1,0,0,0,0,0,0,0
"20","Jan","2022",10,"36","interceptor",1,0,0,0,0,0,0,0
"08","Dec","22",16,"36","interceptorG2",3,0,0,0,0,0,0,0
"17","Feb","2022",34,"Control","untreated",0,0,0,0,0,0,0,0
"11","Dec","2021",30,"0","olysetplus",2,0,0,0,0,0,0,0
"20","Nov","2020",17,"Control","untreated",0,0,0,0,0,0,0,0
"13","Jul","2022",33,"36","olysetplus",2,0,0,0,0,0,0,0
"06","Aug","2020",22,"Control","untreated",0,0,0,0,0,0,0,0
"28","Dec","22",33,"36","interceptorG2",3,0,0,0,0,0,0,0
"08","Jul","2022",29,"36","interceptor",1,0,0,0,0,0,0,0
"15","Apr","2022",35,"36","interceptor",1,0,0,0,0,0,0,0
"30","Dec","22",35,"Control","untreated",0,0,0,0,0,0,0,0
"03","Dec","22",12,"36","interceptor",1,0,0,0,0,0,0,0
"25","Jun","2022",18,"36","interceptorG2",3,0,0,0,0,0,0,0
"04","Jul","2022",25,"Control","untreated",0,0,0,0,0,0,0,0
"13","Aug","2020",28,"0","olysetplus",2,0,1,0,0,1,0,1
"07","Aug","2020",23,"0","interceptor",1,0,0,0,0,0,0,0
"12","Feb","2022",30,"0","interceptor",1,0,0,0,0,0,0,0
"31","Mar","2021",27,"0","interceptor",1,0,0,0,0,0,0,0
"13","Jan","2022",4,"36","olysetplus",2,0,0,0,0,0,0,0
"31","Dec","22",36,"Control","untreated",0,0,0,0,0,0,0,0
"11","Jul","2022",31,"36","interceptorG2",3,0,0,0,0,0,0,0
"26","Nov","2021",17,"0","interceptor",1,0,0,0,0,0,0,0
"18","Feb","2022",35,"36","olysetplus",2,0,0,0,0,0,0,0
"11","May","2021",20,"Control","untreated",0,0,0,0,0,0,0,0
"30","Jun","2021",15,"0","interceptorG2",3,0,0,0,0,0,0,0
"06","Dec","22",14,"0","interceptorG2",3,0,0,0,0,0,0,0
"17","Dec","22",24,"0","interceptor",1,0,0,0,0,0,0,0
"25","Nov","22",5,"36","olysetplus",2,0,0,0,0,0,0,0
"01","Mar","2021",1,"Control","untreated",0,0,0,0,0,0,0,0
"18","Nov","2021",10,"0","olysetplus",2,0,1,0,0,1,0,1
"08","Dec","2020",32,"0","interceptor",1,0,0,0,0,0,0,0
"24","Nov","2020",20,"Control","untreated",0,0,0,0,0,0,0,0
"09","Dec","22",17,"0","interceptorG2",3,0,0,0,0,0,0,0
"24","Nov","22",4,"Control","untreated",0,0,0,0,0,0,0,0
"13","Jun","2022",7,"36","interceptorG2",3,0,0,0,0,0,0,0
"24","Jul","2020",11,"0","interceptor",1,0,0,0,0,0,0,0
"15","Feb","2022",32,"36","olysetplus",2,0,0,0,0,0,0,0
"30","Mar","2022",21,"Control","untreated",0,0,0,0,0,0,0,0
"26","Dec","22",31,"Control","untreated",0,0,0,0,0,0,0,0
"08","Jul","2022",29,"36","interceptorG2",3,0,0,0,0,0,0,0
"26","May","2020",8,"Control","untreated",0,0,0,0,0,0,0,0
"28","Jul","2020",14,"Control","untreated",0,0,0,0,0,0,0,0
"10","Jan","2022",1,"Control","untreated",0,0,0,0,0,0,0,0
"19","Nov","2021",11,"Control","untreated",0,0,0,0,0,0,0,0
"13","Dec","2021",31,"Control","untreated",0,0,0,0,0,0,0,0
"15","Dec","22",22,"36","interceptorG2",3,0,0,0,0,0,0,0
"12","Jul","2021",25,"Control","untreated",0,0,0,0,0,0,0,0
"16","Dec","22",23,"Control","untreated",0,0,0,0,0,0,0,0
"26","Nov","22",6,"Control","untreated",0,0,0,0,0,0,0,0
"10","Dec","2021",29,"Control","untreated",0,0,0,0,0,0,0,0
"12","Apr","2022",32,"36","interceptorG2",3,0,0,0,0,0,0,0
"02","Apr","2021",29,"Control","untreated",0,0,0,0,0,0,0,0
"09","Jul","2022",30,"0","interceptorG2",3,0,0,0,0,0,0,0
"03","Jun","2020",15,"0","interceptorG2",3,0,1,0,0,1,0,1
"07","Jan","2021",4,"Control","untreated",0,0,0,0,0,0,0,0
"22","Jan","2022",12,"36","olysetplus",2,0,0,0,0,0,0,0
"23","Nov","22",3,"36","olysetplus",2,0,0,0,0,0,0,0
"01","Jul","2022",23,"36","olysetplus",2,0,0,0,0,0,0,0
"13","Jul","2021",26,"0","olysetplus",2,0,0,0,0,0,0,0
"11","Jan","2022",2,"Control","untreated",0,0,0,0,0,0,0,0
"11","Apr","2022",31,"36","interceptorG2",3,0,0,0,0,0,0,0
"14","Jan","2022",5,"36","interceptorG2",3,0,0,0,0,0,0,0
"27","Dec","22",32,"36","interceptor",1,0,0,0,0,0,0,0
"06","Nov","2020",5,"Control","untreated",0,0,0,0,0,0,0,0
"29","Nov","22",8,"0","olysetplus",2,0,0,0,0,0,0,0
"29","Mar","2022",20,"0","interceptor",1,0,0,0,0,0,0,0
"31","Mar","2022",22,"36","olysetplus",2,0,0,0,0,0,0,0
"30","Mar","2022",21,"0","olysetplus",2,0,0,0,0,0,0,0
"15","Aug","2020",30,"Control","untreated",0,0,0,0,0,0,0,0
"01","Apr","2022",23,"36","olysetplus",2,0,0,0,0,0,0,0
"22","Jul","2020",9,"Control","untreated",0,0,0,0,0,0,0,0
"12","Nov","2020",10,"Control","untreated",0,0,0,0,0,0,0,0
"19","May","2021",27,"Control","untreated",0,0,0,0,0,0,0,0
"13","Jul","2022",33,"Control","untreated",0,0,0,0,0,0,0,0
"03","Feb","2022",22,"36","interceptorG2",3,0,0,0,0,0,0,0
"13","Dec","22",20,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jul","2022",34,"0","olysetplus",2,0,0,0,0,0,0,0
"16","Jul","2021",29,"Control","untreated",0,0,0,0,0,0,0,0
"21","Jul","2020",8,"0","olysetplus",2,0,0,0,0,0,0,0
"22","Jan","2022",12,"36","interceptorG2",3,0,0,0,0,0,0,0
"10","Dec","22",18,"36","olysetplus",2,0,0,0,0,0,0,0
"12","Jun","2020",23,"Control","untreated",0,0,0,0,0,0,0,0
"02","Jul","2022",24,"Control","untreated",0,0,0,0,0,0,0,0
"12","Jul","2022",32,"36","olysetplus",2,0,0,0,0,0,0,0
"09","Apr","2022",30,"36","interceptor",1,0,0,0,0,0,0,0
"06","Apr","2022",27,"Control","untreated",0,0,0,0,0,0,0,0
"19","Dec","22",25,"36","olysetplus",2,0,1,0,0,1,0,1
"24","Jul","2021",36,"0","interceptorG2",3,0,0,0,0,0,0,0
"24","Nov","22",4,"36","interceptorG2",3,0,0,0,0,0,0,0
"15","Jul","2022",35,"Control","untreated",0,0,0,0,0,0,0,0
"12","Apr","2022",32,"36","interceptor",1,0,0,0,0,0,0,0
"12","Feb","2022",30,"36","interceptorG2",3,0,0,0,0,0,0,0
"26","Nov","2021",17,"Control","untreated",0,0,0,0,0,0,0,0
"20","Jan","2022",10,"Control","untreated",0,0,0,0,0,0,0,0
"27","Jun","2022",19,"0","interceptorG2",3,0,0,0,0,0,0,0
"05","May","2021",15,"Control","untreated",0,0,0,0,0,0,0,0
"30","Jun","2022",22,"36","olysetplus",2,0,0,0,0,0,0,0
"13","Jun","2022",7,"36","interceptor",1,0,0,0,0,0,0,0
"22","Nov","22",2,"0","interceptorG2",3,0,0,0,1,1,1,1
"09","Apr","2021",35,"0","interceptorG2",3,0,0,0,0,0,0,0
"23","Nov","2020",19,"Control","untreated",0,0,0,0,0,0,0,0
"22","Mar","2022",14,"36","interceptor",1,0,0,0,0,0,0,0
"15","Feb","2022",32,"Control","untreated",0,0,0,0,0,0,0,0
"18","Nov","2021",10,"Control","untreated",0,0,0,0,0,0,0,0
"19","Apr","2021",1,"0","olysetplus",2,0,0,0,0,0,0,0
"02","Dec","22",11,"36","interceptor",1,0,0,0,0,0,0,0
"19","Feb","2022",36,"36","interceptorG2",3,0,0,0,0,0,0,0
"02","Jul","2022",24,"0","interceptorG2",3,0,0,0,0,0,0,0
"05","Apr","2022",26,"Control","untreated",0,0,0,0,0,0,0,0
"19","Dec","22",25,"36","interceptorG2",3,0,0,0,0,0,0,0
"15","Dec","2021",33,"0","interceptorG2",3,0,0,0,0,0,0,0
"24","Dec","22",30,"36","olysetplus",2,0,0,0,0,0,0,0
"24","Mar","2022",16,"36","interceptor",1,0,0,0,0,0,0,0
"27","Jun","2022",19,"36","olysetplus",2,0,0,0,0,0,0,0
"21","Mar","2022",13,"36","interceptorG2",3,0,0,0,0,0,0,0
"05","Apr","2021",31,"0","olysetplus",2,0,0,0,0,0,0,0
"30","Jun","2022",22,"Control","untreated",0,0,0,0,0,0,0,0
"02","Feb","2022",21,"36","olysetplus",2,0,0,0,0,0,0,0
"04","Jul","2022",25,"36","interceptorG2",3,0,0,0,0,0,0,0
"19","Jun","2020",29,"0","interceptorG2",3,0,1,0,0,1,0,1
"22","Nov","22",2,"36","olysetplus",2,0,0,0,0,0,0,0
"21","Dec","22",27,"36","interceptorG2",3,0,0,0,0,0,0,0
"05","Feb","2022",24,"36","interceptor",1,0,0,0,0,0,0,0
"25","Nov","2021",16,"Control","untreated",0,0,0,0,0,0,0,0
"30","Nov","2021",20,"0","interceptorG2",3,0,0,0,0,0,0,0
"03","Dec","2021",23,"Control","untreated",0,0,0,0,0,0,0,0
"30","Jun","2022",22,"0","interceptorG2",3,0,0,0,0,0,0,0
"14","Dec","22",21,"Control","untreated",0,0,0,0,0,0,0,0
"13","Jun","2022",7,"Control","untreated",0,0,0,0,0,0,0,0
"13","Nov","2021",6,"Control","untreated",0,0,0,0,0,0,0,0
"29","Dec","22",34,"36","interceptor",1,0,0,0,0,0,0,0
"11","Mar","2022",5,"36","interceptorG2",3,0,0,0,0,0,0,0
"26","Jan","2022",15,"0","interceptorG2",3,0,0,0,0,0,0,0
"13","Dec","22",20,"0","interceptor",1,0,0,0,0,0,0,0
"14","Jan","2021",10,"0","interceptorG2",3,0,2,0,0,2,0,2
"16","Jul","2021",29,"0","olysetplus",2,0,0,0,0,0,0,0
"26","Mar","2022",18,"36","interceptorG2",3,0,0,0,0,0,0,0
"08","Dec","2020",32,"0","olysetplus",2,0,0,0,0,0,0,0
"28","Dec","22",33,"36","interceptor",1,0,0,0,0,0,0,0
"14","Dec","2021",32,"Control","untreated",0,0,1,0,0,1,0,1
"05","Jul","2022",26,"Control","untreated",0,0,0,0,0,0,0,0
"15","Jun","2021",2,"Control","untreated",0,0,0,0,0,0,0,0
"13","Jul","2022",33,"36","interceptorG2",3,0,0,0,0,0,0,0
"06","Dec","2021",25,"0","interceptor",1,0,0,0,0,0,0,0
"11","Jul","2022",31,"Control","untreated",0,0,0,0,0,0,0,0
"24","Jan","2022",13,"Control","untreated",0,0,0,0,0,0,0,0
"20","Dec","22",26,"36","interceptor",1,0,0,0,0,0,0,0
"26","Nov","22",6,"36","olysetplus",2,0,0,0,0,0,0,0
"04","Mar","2021",4,"Control","untreated",0,0,0,0,0,0,0,0
"21","Jun","2022",14,"36","interceptorG2",3,0,0,0,0,0,0,0
"17","Mar","2022",10,"Control","untreated",0,0,0,0,0,0,0,0
"22","Apr","2021",4,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jul","2021",27,"Control","untreated",0,0,0,0,0,0,0,0
"06","Feb","2021",30,"0","interceptorG2",3,0,2,0,2,4,2,4
"15","Jan","2022",6,"36","olysetplus",2,0,0,0,0,0,0,0
"13","Dec","22",20,"36","interceptorG2",3,0,0,0,0,0,0,0
"29","Jan","2022",18,"36","interceptorG2",3,0,0,0,0,0,0,0
"10","May","2021",19,"0","interceptorG2",3,0,0,0,0,0,0,0
"01","Apr","2021",28,"Control","untreated",0,1,0,0,0,0,0,1
"22","Jun","2022",15,"36","olysetplus",2,0,0,0,0,0,0,0
"14","Feb","2022",31,"36","interceptorG2",3,1,0,0,0,0,0,1
"23","Dec","22",29,"36","olysetplus",2,0,0,1,0,0,1,1
"20","Jun","2022",13,"Control","untreated",0,1,0,0,0,0,0,1
"03","Jul","2021",18,"0","interceptorG2",3,0,0,0,1,1,1,1
"12","Apr","2022",32,"Control","untreated",0,0,0,0,0,0,0,0
"06","Jul","2022",27,"36","interceptor",1,0,0,0,0,0,0,0
"11","Jun","2022",6,"36","olysetplus",2,0,0,0,0,0,0,0
"26","Apr","2021",7,"Control","untreated",0,1,0,0,0,0,0,1
"28","Nov","2020",24,"Control","untreated",0,1,0,0,0,0,0,1
"18","Mar","2022",11,"36","olysetplus",2,0,0,0,0,0,0,0
"13","Jul","2021",26,"Control","untreated",0,1,0,0,0,0,0,1
"04","Apr","2022",25,"36","interceptor",1,1,1,0,0,1,0,2
"12","May","2021",21,"Control","untreated",0,0,0,0,0,0,0,0
"04","Apr","2022",25,"36","interceptorG2",3,1,0,0,0,0,0,1
"01","Jul","2022",23,"0","interceptor",1,0,0,0,0,0,0,0
"18","Jun","2022",12,"36","interceptor",1,0,0,0,0,0,0,0
"01","Apr","2022",23,"36","interceptorG2",3,1,0,0,0,0,0,1
"19","Jul","2021",31,"Control","untreated",0,0,0,0,0,0,0,0
"17","Mar","2022",10,"36","interceptorG2",3,1,0,0,0,0,0,1
"04","Nov","2020",3,"Control","untreated",0,0,0,0,0,0,0,0
"02","Apr","2022",24,"0","interceptorG2",3,1,0,0,0,0,0,1
"29","Jul","2020",15,"0","interceptorG2",3,0,0,0,0,0,0,0
"11","Nov","2020",9,"Control","untreated",0,1,0,0,0,0,0,1
"07","Jun","2022",2,"Control","untreated",0,0,0,0,0,0,0,0
"18","Mar","2021",16,"Control","untreated",0,1,0,0,0,0,0,1
"10","Mar","2021",9,"Control","untreated",0,1,0,0,0,0,0,1
"02","Jul","2021",17,"0","interceptorG2",3,0,1,1,0,1,1,2
"09","Apr","2022",30,"36","olysetplus",2,0,0,0,0,0,0,0
"03","Mar","2021",3,"Control","untreated",0,0,0,0,0,0,0,0
"23","Apr","2021",5,"Control","untreated",0,1,0,0,0,0,0,1
"24","Jun","2021",10,"Control","untreated",0,0,0,0,0,0,0,0
"08","Dec","22",16,"36","interceptor",1,0,0,1,0,0,1,1
"16","Jun","2022",10,"Control","untreated",0,0,0,0,0,0,0,0
"17","Feb","2022",34,"36","interceptor",1,0,0,0,0,0,0,0
"27","Dec","22",32,"36","olysetplus",2,0,0,1,0,0,1,1
"21","Jan","2021",16,"Control","untreated",0,1,0,0,0,0,0,1
"21","Apr","2021",3,"Control","untreated",0,1,0,0,0,0,0,1
"10","Aug","2020",25,"0","olysetplus",2,1,0,0,0,0,0,1
"14","Feb","2022",31,"36","olysetplus",2,1,1,0,0,1,0,2
"10","Feb","2022",28,"36","interceptorG2",3,1,0,0,0,0,0,1
"29","Mar","2022",20,"Control","untreated",0,1,0,0,0,0,0,1
"22","Jan","2022",12,"36","interceptor",1,1,0,0,0,0,0,1
"14","Apr","2022",34,"0","interceptorG2",3,1,1,0,0,1,0,2
"07","Apr","2022",28,"Control","untreated",0,0,0,1,0,0,1,1
"07","Jun","2022",2,"36","olysetplus",2,0,0,0,0,0,0,0
"05","Nov","2020",4,"0","interceptorG2",3,0,0,0,0,0,0,0
"09","Dec","2020",33,"Control","untreated",0,1,0,0,0,0,0,1
"12","Mar","2022",6,"36","interceptor",1,0,1,1,0,1,1,2
"20","Jun","2022",13,"36","interceptor",1,0,0,0,0,0,0,0
"23","May","2020",6,"Control","untreated",0,0,0,1,0,0,1,1
"24","Jan","2022",13,"36","interceptorG2",3,1,0,0,0,0,0,1
"30","Mar","2022",21,"36","interceptor",1,1,0,0,0,0,0,1
"19","Jan","2022",9,"Control","untreated",0,0,0,0,0,0,0,0
"20","Jun","2020",30,"0","interceptorG2",3,1,3,0,0,3,0,4
"13","Jun","2020",24,"Control","untreated",0,0,0,1,0,0,1,1
"25","Mar","2022",17,"36","olysetplus",2,0,0,0,0,0,0,0
"23","Mar","2022",15,"Control","untreated",0,1,0,0,0,0,0,1
"26","Nov","2020",22,"Control","untreated",0,0,0,1,0,0,1,1
"24","Jun","2022",17,"36","olysetplus",2,0,0,0,0,0,0,0
"10","Mar","2021",9,"0","olysetplus",2,0,2,0,0,2,0,2
"20","Jan","2022",10,"0","interceptorG2",3,0,0,0,0,0,0,0
"24","Apr","2021",6,"0","interceptor",1,1,0,0,0,0,0,1
"22","Nov","22",2,"Control","untreated",0,1,0,0,0,0,0,1
"23","Jun","2021",9,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jun","2021",1,"Control","untreated",0,0,0,0,0,0,0,0
"19","Mar","2022",12,"Control","untreated",0,0,0,1,0,0,1,1
"10","Jul","2021",24,"Control","untreated",0,0,0,1,0,0,1,1
"13","Apr","2022",33,"36","olysetplus",2,0,1,0,0,1,0,1
"05","Apr","2022",26,"36","olysetplus",2,0,0,1,0,0,1,1
"29","Mar","2022",20,"36","olysetplus",2,0,0,0,0,0,0,0
"10","Jul","2021",24,"0","olysetplus",2,1,0,0,0,0,0,1
"18","Jan","2021",13,"0","olysetplus",2,0,1,0,0,1,0,1
"22","Jun","2022",15,"36","interceptorG2",3,0,0,0,0,0,0,0
"04","Apr","2022",25,"0","olysetplus",2,0,0,0,0,0,0,0
"17","Feb","2022",34,"36","olysetplus",2,1,0,0,0,0,0,1
"15","Jan","2022",6,"Control","untreated",0,0,1,0,0,1,0,1
"03","Jun","2020",15,"0","interceptor",1,1,0,0,0,0,0,1
"26","Mar","2022",18,"Control","untreated",0,0,0,1,0,0,1,1
"12","Jan","2022",3,"36","olysetplus",2,0,1,1,0,1,1,2
"17","Aug","2020",31,"0","interceptor",1,1,0,0,0,0,0,1
"04","Feb","2022",23,"36","olysetplus",2,0,0,0,0,0,0,0
"24","Jun","2022",17,"36","interceptorG2",3,0,0,0,0,0,0,0
"12","Dec","22",19,"36","olysetplus",2,1,0,0,0,0,0,1
"05","Mar","2021",5,"0","interceptor",1,1,0,0,0,0,0,1
"06","Dec","22",14,"36","interceptor",1,0,0,1,0,0,1,1
"26","May","2020",8,"0","interceptor",1,1,0,0,0,0,0,1
"17","Dec","22",24,"Control","untreated",0,1,0,0,0,0,0,1
"21","Jan","2022",11,"36","interceptor",1,1,0,0,0,0,0,1
"09","Nov","2020",7,"Control","untreated",0,0,0,1,0,0,1,1
"17","Nov","2020",14,"0","interceptorG2",3,1,0,0,0,0,0,1
"06","May","2021",16,"Control","untreated",0,0,0,0,0,0,0,0
"21","Jun","2021",7,"Control","untreated",0,0,0,0,0,0,0,0
"18","Jun","2022",12,"36","interceptorG2",3,0,0,0,0,0,0,0
"15","Jan","2021",11,"Control","untreated",0,0,0,1,0,0,1,1
"07","Feb","2022",25,"36","olysetplus",2,1,0,0,0,0,0,1
"21","Mar","2022",13,"36","olysetplus",2,0,0,0,0,0,0,0
"05","Dec","22",13,"36","olysetplus",2,1,0,0,0,0,0,1
"24","Mar","2022",16,"36","olysetplus",2,1,0,0,0,0,0,1
"14","Apr","2022",34,"36","olysetplus",2,0,0,0,0,0,0,0
"11","Feb","2022",29,"36","interceptorG2",3,1,0,0,0,0,0,1
"09","Apr","2022",30,"Control","untreated",0,1,0,0,0,0,0,1
"13","Jun","2022",7,"36","olysetplus",2,0,0,0,0,0,0,0
"09","Nov","2021",2,"0","interceptor",1,0,0,1,0,0,1,1
"03","Feb","2022",22,"Control","untreated",0,1,0,0,0,0,0,1
"13","Jan","2022",4,"Control","untreated",0,0,0,1,0,0,1,1
"28","Dec","22",33,"36","olysetplus",2,0,0,0,0,0,0,0
"24","Jul","2020",11,"Control","untreated",0,0,0,0,0,0,0,0
"09","Mar","2022",3,"36","interceptor",1,1,1,0,0,1,0,2
"27","Apr","2021",8,"0","olysetplus",2,1,0,0,0,0,0,1
"08","Mar","2021",7,"Control","untreated",0,0,0,1,0,0,1,1
"28","Mar","2022",19,"36","interceptorG2",3,1,0,0,0,0,0,1
"21","Aug","2020",35,"Control","untreated",0,1,0,0,0,0,0,1
"16","Jun","2020",26,"Control","untreated",0,1,0,0,0,0,0,1
"07","May","2021",17,"0","interceptor",1,0,0,0,0,0,0,0
"18","Aug","2020",32,"Control","untreated",0,0,0,0,0,0,0,0
"24","Nov","22",4,"0","interceptor",1,1,0,0,0,0,0,1
"22","Jun","2022",15,"36","interceptor",1,0,0,0,0,0,0,0
"02","Mar","2021",2,"Control","untreated",0,0,0,1,0,0,1,1
"15","May","2021",24,"Control","untreated",0,0,0,0,0,0,0,0
"12","Jan","2022",3,"36","interceptor",1,0,0,0,0,0,0,0
"30","Dec","22",35,"0","olysetplus",2,0,0,1,0,0,1,1
"06","Jan","2021",3,"Control","untreated",0,0,0,1,0,0,1,1
"17","Aug","2020",31,"Control","untreated",0,0,0,0,0,0,0,0
"08","Aug","2020",24,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jul","2021",27,"0","interceptor",1,1,0,0,0,0,0,1
"29","Dec","22",34,"Control","untreated",0,0,0,1,0,0,1,1
"18","Mar","2022",11,"36","interceptorG2",3,1,0,0,0,0,0,1
"22","Dec","22",28,"Control","untreated",0,1,0,0,0,0,0,1
"24","Jan","2022",13,"36","olysetplus",2,1,0,0,0,0,0,1
"03","Mar","2021",3,"0","olysetplus",2,1,10,0,1,11,1,12
"15","Jun","2020",25,"Control","untreated",0,1,0,0,0,0,0,1
"13","Apr","2022",33,"36","interceptor",1,0,0,0,0,0,0,0
"10","Feb","2022",28,"36","olysetplus",2,1,0,0,0,0,0,1
"31","Mar","2021",27,"0","olysetplus",2,0,0,0,0,0,0,0
"09","Jun","2020",20,"0","olysetplus",2,1,1,0,0,1,0,2
"09","Mar","2021",8,"0","interceptorG2",3,1,0,0,0,0,0,1
"17","Dec","22",24,"36","interceptorG2",3,1,0,0,0,0,0,1
"07","Jul","2022",28,"36","interceptorG2",3,1,0,0,0,0,0,1
"02","Feb","2022",21,"Control","untreated",0,0,0,1,0,0,1,1
"16","Jul","2020",4,"Control","untreated",0,0,0,0,0,0,0,0
"08","Mar","2022",2,"36","olysetplus",2,1,0,0,0,0,0,1
"13","Jan","2022",4,"36","interceptor",1,0,0,1,0,0,1,1
"12","May","2021",21,"0","interceptorG2",3,0,0,0,0,0,0,0
"01","Aug","2020",18,"Control","untreated",0,0,0,0,0,0,0,0
"07","May","2021",17,"Control","untreated",0,0,0,0,0,0,0,0
"11","Apr","2022",31,"36","interceptor",1,0,0,1,0,0,1,1
"27","Nov","2020",23,"Control","untreated",0,0,0,0,0,0,0,0
"14","Feb","2022",31,"Control","untreated",0,1,0,0,0,0,0,1
"19","Jan","2021",14,"0","olysetplus",2,1,0,0,1,1,1,2
"30","Jun","2022",22,"36","interceptor",1,1,0,0,0,0,0,1
"13","Jan","2022",4,"36","interceptorG2",3,1,0,0,0,0,0,1
"28","Jun","2021",13,"Control","untreated",0,0,0,1,0,0,1,1
"18","May","2021",26,"0","olysetplus",2,0,0,0,0,0,0,0
"23","Mar","2022",15,"36","interceptorG2",3,1,0,0,0,0,0,1
"15","Jun","2021",2,"0","interceptor",1,0,0,0,0,0,0,0
"20","Jun","2022",13,"36","interceptorG2",3,0,0,0,0,0,0,0
"29","Nov","22",8,"Control","untreated",0,0,0,1,0,0,1,1
"22","Dec","22",28,"36","interceptor",1,1,0,0,0,0,0,1
"10","Mar","2022",4,"36","interceptorG2",3,0,0,1,1,1,2,2
"11","Jan","2021",7,"Control","untreated",0,0,0,0,0,0,0,0
"14","Feb","2022",31,"36","interceptor",1,1,0,0,0,0,0,1
"24","Dec","22",30,"36","interceptor",1,0,0,1,0,0,1,1
"12","Apr","2022",32,"36","olysetplus",2,1,0,0,0,0,0,1
"18","Jun","2020",28,"Control","untreated",0,1,0,0,0,0,0,1
"23","Jun","2022",16,"36","interceptorG2",3,0,0,0,0,0,0,0
"08","Mar","2022",2,"36","interceptorG2",3,0,0,0,0,0,0,0
"22","Dec","22",28,"36","olysetplus",2,1,0,0,0,0,0,1
"20","May","2020",3,"Control","untreated",0,1,0,0,0,0,0,1
"03","Dec","22",12,"36","interceptorG2",3,1,0,0,0,0,0,1
"01","Dec","22",10,"Control","untreated",0,0,0,1,0,0,1,1
"23","Mar","2021",20,"0","interceptorG2",3,1,0,0,1,1,1,2
"21","Mar","2022",13,"36","interceptor",1,1,0,0,0,0,0,1
"23","Jun","2020",32,"Control","untreated",0,0,0,1,0,0,1,1
"17","Jul","2020",5,"Control","untreated",0,0,1,0,0,1,0,1
"03","Feb","2022",22,"36","interceptor",1,0,0,0,0,0,0,0
"25","Jun","2022",18,"36","interceptor",1,0,0,0,0,0,0,0
"21","Jan","2022",11,"Control","untreated",0,0,0,1,0,0,1,1
"08","Apr","2022",29,"36","olysetplus",2,1,0,0,0,0,0,1
"06","Jun","2022",1,"0","olysetplus",2,0,0,0,0,0,0,0
"30","Jun","2021",15,"Control","untreated",0,0,0,0,0,0,0,0
"08","Mar","2022",2,"Control","untreated",0,1,0,0,0,0,0,1
"02","Apr","2022",24,"Control","untreated",0,0,0,0,0,0,0,0
"19","Jun","2021",6,"Control","untreated",0,0,0,0,0,0,0,0
"14","May","2021",23,"Control","untreated",0,0,0,0,0,0,0,0
"21","Nov","22",1,"36","interceptorG2",3,1,0,0,0,0,0,1
"15","Apr","2022",35,"36","olysetplus",2,0,0,0,0,0,0,0
"18","Feb","2022",35,"0","interceptor",1,0,0,0,0,0,0,0
"04","Feb","2021",28,"Control","untreated",0,1,0,0,0,0,0,1
"19","Jan","2021",14,"Control","untreated",0,0,0,1,0,0,1,1
"07","Mar","2022",1,"0","interceptor",1,0,0,1,0,0,1,1
"26","Jan","2022",15,"Control","untreated",0,1,0,0,0,0,0,1
"04","Aug","2020",20,"0","interceptor",1,0,0,0,0,0,0,0
"07","Feb","2022",25,"36","interceptor",1,1,0,0,0,0,0,1
"20","Apr","2021",2,"0","olysetplus",2,0,0,0,0,0,0,0
"09","Dec","22",17,"36","olysetplus",2,1,1,0,0,1,0,2
"25","Nov","2020",21,"0","olysetplus",2,1,0,0,0,0,0,1
"30","Dec","22",35,"36","interceptorG2",3,1,0,0,0,0,0,1
"14","Dec","22",21,"36","interceptor",1,1,0,0,0,0,0,1
"25","Mar","2021",22,"Control","untreated",0,0,0,1,0,0,1,1
"31","Jan","2022",19,"36","interceptorG2",3,1,0,0,0,0,0,1
"08","Jan","2021",5,"Control","untreated",0,1,0,0,0,0,0,1
"28","Nov","2020",24,"0","olysetplus",2,1,0,0,0,0,0,1
"13","Jan","2021",9,"0","interceptorG2",3,0,0,1,0,0,1,1
"27","Nov","2021",18,"Control","untreated",0,1,0,0,0,0,0,1
"23","Jun","2022",16,"Control","untreated",0,0,0,0,0,0,0,0
"17","Mar","2022",10,"36","olysetplus",2,1,0,0,0,0,0,1
"05","Apr","2022",26,"36","interceptor",1,1,0,0,0,0,0,1
"18","Feb","2022",35,"Control","untreated",0,1,0,0,0,0,0,1
"08","Mar","2022",2,"36","interceptor",1,0,0,0,0,0,0,0
"30","Mar","2021",26,"Control","untreated",0,0,0,0,0,0,0,0
"15","Apr","2022",35,"Control","untreated",0,1,0,0,0,0,0,1
"27","Apr","2021",8,"Control","untreated",0,0,0,0,0,0,0,0
"11","Jul","2022",31,"0","olysetplus",2,0,0,0,0,0,0,0
"17","Dec","2021",35,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jan","2022",5,"Control","untreated",0,0,0,1,0,0,1,1
"24","Jun","2020",33,"Control","untreated",0,0,0,0,0,0,0,0
"10","Jan","2022",1,"36","olysetplus",2,0,0,0,0,0,0,0
"29","Jan","2022",18,"36","interceptor",1,1,0,0,0,0,0,1
"12","Jan","2022",3,"Control","untreated",0,0,0,1,1,1,2,2
"13","Nov","2020",11,"Control","untreated",0,0,0,0,0,0,0,0
"29","Nov","22",8,"36","interceptorG2",3,1,1,0,0,1,0,2
